"Ancestry";"Type of offence";"2000";"2002";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"Immigrants from western countries";"Legislation applying to public utilities";2;3;3;3;1;1;0;2;3;1;2;1;4;0;4;3;1;1;2;2;2
"Immigrants from western countries";"Other legislation relating to gambling, licencing, trade";10;12;19;11;11;11;12;13;6;21;39;44;31;34;31;38;19;39;20;8;47
"Immigrants from western countries";"Other special laws";1;1;1;2;0;0;0;1;0;0;0;0;3;0;2;1;6;2;3;6;2
"Immigrants from non-western countries";"Criminal decisions total";9557;9163;12134;13599;13670;11649;11768;13103;13505;13995;15073;14633;15038;15007;14443;14716;15803;17140;19461;19037;17903
"Immigrants from non-western countries";"Criminal code, total";4090;4245;4735;4608;4158;3375;3431;3707;3861;4028;3841;3542;3401;3251;3187;3054;3112;2956;3142;3076;3024
"Immigrants from non-western countries";"Sexual offenses, total";68;82;74;93;79;64;55;74;69;63;72;79;63;61;74;101;93;85;161;151;153
"Immigrants from non-western countries";"Incest, etc.";4;1;3;1;1;1;2;2;5;0;1;2;2;0;1;0;0;1;0;0;2
"Immigrants from non-western countries";"Rape, etc";20;21;12;15;15;13;11;19;18;14;14;15;12;12;23;34;28;21;26;24;26
"Immigrants from non-western countries";"Heterosexual offences with children under 12 years";2;3;3;3;6;5;3;1;5;4;2;7;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Sexual offence against child under 12 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;5;3;2;1;5;1
"Immigrants from non-western countries";"Heterosexual offences, other";7;4;7;12;7;9;9;7;5;5;6;6;1;1;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Sexual offence against child under 15 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;3;4;5;5;1;3;5;7;2
"Immigrants from non-western countries";"Sexual offence, other (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;7;5;6;6;1;1
"Immigrants from non-western countries";"Homosexual offences, with children under 12 years";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Homosexual offences, other";0;2;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Offences against decency, by  pawing";15;29;22;32;19;15;14;22;15;18;21;28;17;23;22;29;30;20;33;27;30
"Immigrants from non-western countries";"Offences against decency, by removing clothes";9;10;11;13;16;5;9;3;4;9;15;9;12;8;7;10;9;6;8;14;15
"Immigrants from non-western countries";"Offences against decency, other";8;8;9;12;11;13;3;15;10;6;7;8;9;6;12;10;16;17;27;20;27
"Immigrants from non-western countries";"Prostitution, etc.";3;4;6;3;4;2;4;5;5;7;6;4;3;3;2;1;1;9;55;53;49
"Immigrants from non-western countries";"Crimes of violence, total";847;929;1167;1063;1114;895;912;980;1010;956;864;762;698;750;774;899;955;845;901;834;762
"Immigrants from non-western countries";"Assault against public servant while in discharge of his duties";118;185;222;227;239;153;144;180;195;208;182;149;157;156;187;207;218;186;200;205;194
"Immigrants from non-western countries";"Disturbance of public order";3;1;0;0;0;0;0;0;2;0;1;2;3;0;0;2;1;8;6;2;3
"Immigrants from non-western countries";"Homicide";9;3;6;3;6;1;4;4;9;4;3;1;3;8;3;6;5;2;3;4;5
"Immigrants from non-western countries";"Attempted homicide";4;3;6;1;2;2;5;4;4;2;7;10;4;10;9;7;3;7;6;7;4
"Immigrants from non-western countries";"Coercive control etc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3
"Immigrants from non-western countries";"Common assault";455;467;610;519;546;485;515;522;522;488;420;352;318;355;375;413;457;396;436;368;344
"Immigrants from non-western countries";"Grievous assault";132;128;166;146;170;125;132;135;113;138;144;145;106;108;93;150;156;146;124;120;102
"Immigrants from non-western countries";"Particularly grievous assault";7;0;6;6;5;1;1;0;1;1;1;2;0;0;0;0;1;0;0;2;2
"Immigrants from non-western countries";"Assault, unprovoked";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Intentional bodily harm";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Homicide by negligence/bodily harm";0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;2;1;0;2;0;0
"Immigrants from non-western countries";"Other offences against life and limb";16;7;20;12;11;10;8;11;16;13;3;15;9;15;11;5;15;10;10;17;3
"Immigrants from non-western countries";"Offences against personal liberty";12;17;18;17;11;10;6;12;15;13;17;7;10;7;19;16;13;12;6;8;22
"Immigrants from non-western countries";"Threats";91;118;111;132;124;108;97;112;131;89;86;79;88;90;77;91;85;78;107;100;80
"Immigrants from non-western countries";"Offenses against property, total";3090;3085;3356;3284;2779;2281;2307;2492;2571;2746;2640;2435;2371;2254;2077;1826;1890;1817;1885;1895;1890
"Immigrants from non-western countries";"Forgery";73;93;103;162;116;56;67;59;71;92;73;79;62;61;65;103;67;43;63;56;51
"Immigrants from non-western countries";"Cheque forgery";22;18;23;14;15;6;2;1;3;8;5;3;0;1;0;0;1;0;0;0;0
"Immigrants from non-western countries";"Arson";14;17;18;23;22;17;16;18;17;26;16;20;11;13;13;13;8;17;22;15;7
"Immigrants from non-western countries";"Burglary (banks, shops, etc.)";69;100;105;98;86;68;70;61;109;97;86;60;52;70;57;48;39;40;24;39;19
"Immigrants from non-western countries";"Household burglary";45;52;48;74;68;66;64;78;84;104;102;86;74;51;42;31;20;32;29;23;15
"Immigrants from non-western countries";"Burglary (uninhabited buildings)";4;5;6;5;9;2;8;7;13;6;5;8;6;3;7;2;3;5;2;1;2
"Immigrants from non-western countries";"Theft from cars, boats, etc.";55;43;44;38;35;23;29;21;18;21;24;18;13;11;19;7;8;8;3;13;7
"Immigrants from non-western countries";"Shoplifting, etc.";1671;1557;1783;1608;1274;1161;1118;1299;1262;1315;1261;1173;1265;1191;1086;951;1159;1071;1067;993;1103
"Immigrants from non-western countries";"Other theft";269;277;304;329;318;258;285;280;286;331;311;277;236;232;200;154;144;148;133;141;131
"Immigrants from non-western countries";"Theft of vehicle";82;103;51;54;50;46;38;35;46;31;34;32;31;35;21;29;38;26;30;36;35
"Immigrants from non-western countries";"Theft of mopeds";19;36;35;38;31;29;17;7;12;10;13;4;4;8;1;0;2;1;0;0;1
"Immigrants from non-western countries";"Theft of bicycles";38;41;44;41;32;27;19;14;20;18;22;18;22;18;15;15;14;8;18;18;12
"Immigrants from non-western countries";"Theft of other objects";24;30;24;23;18;19;22;27;15;24;21;17;12;22;19;9;14;11;6;9;13
"Immigrants from non-western countries";"Larceny by finding";37;41;34;43;37;35;24;41;32;42;44;43;38;31;24;22;13;17;18;33;13
"Immigrants from non-western countries";"Embezzlement";13;12;15;5;13;3;9;11;6;12;10;6;9;14;6;5;1;13;6;5;9
"Immigrants from non-western countries";"Fraud";200;168;190;194;185;119;129;141;158;171;205;209;213;195;235;167;133;128;190;234;198
"Immigrants from non-western countries";"Fraud by cheque";6;5;11;3;1;0;2;0;4;8;3;1;0;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Fraud of agent";22;16;15;12;8;1;4;3;7;7;7;3;3;1;4;3;2;2;4;2;2
"Immigrants from non-western countries";"Blackmail and usury";1;14;14;10;8;12;11;14;11;9;15;11;11;3;8;5;10;6;10;10;5
"Immigrants from non-western countries";"Fraud against creditors";6;2;3;4;2;0;1;1;1;2;5;1;2;1;1;1;0;0;1;1;2
"Immigrants from non-western countries";"Handling stolen goods";141;147;148;136;123;87;103;75;104;138;117;121;106;80;70;71;38;38;66;71;80
"Immigrants from non-western countries";"Robbery";123;137;159;183;124;123;121;178;143;148;120;125;78;64;58;58;42;52;52;45;35
"Immigrants from non-western countries";"Gross tax evasion, etc.";4;2;2;12;17;10;4;3;9;10;9;6;9;11;13;12;8;14;8;7;9
"Immigrants from non-western countries";"Malicious damage to property";111;124;138;148;157;97;125;103;125;102;117;95;84;87;84;72;95;87;96;98;99
"Immigrants from non-western countries";"Feloniously receiving stolen goods";8;9;13;6;9;6;7;5;5;3;8;6;3;5;1;1;1;2;3;2;0
"Immigrants from non-western countries";"Misappropriations and offences against property";33;36;26;21;21;10;12;10;10;11;7;13;27;46;28;47;30;48;34;43;42
"Immigrants from non-western countries";"Other offences, total";267;345;398;439;407;292;276;326;414;459;489;452;451;344;376;359;305;334;337;346;348
"Immigrants from non-western countries";"Offences against public authority, etc.";63;86;133;138;150;81;70;117;120;171;165;128;155;121;106;128;109;116;135;104;138
"Immigrants from non-western countries";"Offences by public servants";0;1;1;0;0;0;0;0;1;0;2;3;2;1;1;5;0;1;1;1;1
"Immigrants from non-western countries";"Perjury";15;8;8;5;7;11;9;4;5;8;8;2;6;9;10;0;4;1;4;4;0
"Immigrants from non-western countries";"Perjury, other";87;108;80;115;99;48;71;67;106;107;120;122;108;101;115;101;78;70;52;78;69
"Immigrants from non-western countries";"Offences concerning money and evidence";17;25;33;45;28;31;17;23;21;16;27;37;25;22;27;18;17;27;14;19;23
"Immigrants from non-western countries";"Trafficking of drugs, etc.";22;20;45;50;39;50;37;32;49;36;40;55;67;42;45;46;40;54;45;50;48
"Immigrants from non-western countries";"Smuggling, etc. of drugs";15;25;22;21;22;21;20;18;15;18;29;23;11;9;3;5;8;7;17;25;9
"Immigrants from non-western countries";"General public offences";0;0;0;0;0;0;6;23;33;35;21;20;16;10;22;18;18;11;10;7;12
"Immigrants from non-western countries";"Illegal trade, etc.";0;3;4;1;0;7;0;0;5;1;1;0;0;1;0;1;0;0;1;0;0
"Immigrants from non-western countries";"Family relation offences";6;10;8;5;10;5;3;5;5;7;9;1;2;1;6;5;4;4;6;5;1
"Immigrants from non-western countries";"Homicide by negligence in traffic accidents";6;12;12;9;9;3;4;6;8;3;10;4;11;5;8;9;7;4;14;15;11
"Immigrants from non-western countries";"Warnings";22;16;21;21;12;14;10;16;9;17;9;11;6;0;0;0;0;0;0;0;0
"Immigrants from non-western countries";"Privacy infringement, defamation";14;31;31;29;31;21;29;15;37;40;48;46;42;22;33;23;20;39;38;38;36
"Immigrants from non-western countries";"Trafic law, total";4971;4365;6397;7729;8320;7105;7184;8085;8438;8413;9595;9323;9337;9345;8731;8804;9731;10470;13552;13009;11410
"Immigrants from non-western countries";"Traffic acc., unspecified";0;0;0;0;0;0;2;2;1;3;1;5;4;1;7;2;4;1;2;5;5
"Immigrants from non-western countries";"Traffic acc. under influence of alcohol";53;73;61;37;45;45;50;52;53;44;49;48;43;39;33;29;40;46;48;54;42
"Immigrants from non-western countries";"Drunken driving";274;346;369;411;362;250;314;375;348;397;494;471;460;427;388;295;517;516;521;417;468
"Immigrants from non-western countries";"Vehicle defect offences";99;184;336;293;278;290;273;410;330;340;312;221;208;147;122;137;113;162;124;149;88
"Immigrants from non-western countries";"Road Traffic Act, other";4545;3762;5631;6988;7635;6520;6545;7246;7706;7629;8739;8578;8622;8731;8181;8341;9057;9745;12857;12384;10807
"Immigrants from non-western countries";"Special laws, total";1220;1395;2181;2556;2498;2053;2096;2459;2414;3004;3497;3390;4029;3858;3868;4106;4414;5309;4525;4484;4905
"Immigrants from non-western countries";"Euphoriants Act";476;630;797;1078;1209;989;1154;1190;1174;1217;1243;1200;1282;1119;1013;1016;1304;1404;1286;1165;1168
"Immigrants from non-western countries";"Firearms Act";185;245;257;280;280;248;229;254;188;157;183;191;186;190;182;193;248;366;254;245;207
"Immigrants from non-western countries";"Income Tax And Fiscal Acts";36;27;30;32;61;49;39;37;56;154;172;260;229;171;148;138;147;176;281;313;267
"Immigrants from non-western countries";"Other special laws.";155;159;359;421;269;297;250;405;285;652;1054;1027;1525;1794;1734;1679;1656;2072;1425;1470;2229
"Immigrants from non-western countries";"Health and social security legislation";31;30;56;80;45;75;84;94;105;135;99;82;86;65;70;79;86;110;290;718;190
"Immigrants from non-western countries";"Building and housing legislation";1;2;1;1;1;1;2;2;1;2;2;1;1;6;5;1;1;3;1;3;3
"Immigrants from non-western countries";"Environmental Act";25;26;35;65;180;41;32;22;34;39;71;60;83;37;46;38;64;75;70;101;135
"Immigrants from non-western countries";"Other legislation applying to animals, hunting, etc";4;3;18;26;31;30;37;55;71;83;85;66;64;42;49;40;56;51;61;57;64
"Immigrants from non-western countries";"Employ. and transport legislation, other";100;128;431;379;248;134;131;230;330;390;347;302;349;268;405;706;610;854;712;302;471
"Immigrants from non-western countries";"Companies Act";89;37;45;30;10;8;7;4;11;5;10;7;5;8;22;10;5;13;45;41;66
"Immigrants from non-western countries";"Other legislation applying to the Armed Forces";21;32;39;45;50;65;43;55;54;39;41;65;77;50;114;138;151;70;13;7;25
"Immigrants from non-western countries";"Legislation applying to public utilities";2;2;1;4;4;2;3;10;6;1;3;3;7;0;2;4;5;2;6;3;3
"Immigrants from non-western countries";"Other legislation relating to gambling, licencing, trade";94;72;111;114;109;111;82;95;99;128;182;124;132;105;71;62;71;89;72;41;62
"Immigrants from non-western countries";"Other special laws";1;2;1;1;1;3;3;6;0;2;5;2;3;3;7;2;10;24;9;18;15
"Descendants, total";"Criminal decisions total";1719;1960;2746;3120;3500;3119;3556;4172;4962;5307;6437;6710;7446;7537;7773;8210;9076;10379;12335;12571;11860
"Descendants, total";"Criminal code, total";777;897;1071;1098;1146;982;1185;1410;1783;1815;1955;1944;1941;2038;2040;2152;2040;2167;2355;2415;2353
"Descendants, total";"Sexual offenses, total";10;13;9;14;9;9;23;16;14;13;12;10;14;18;25;28;22;72;59;63;63
"Descendants, total";"Incest, etc.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants, total";"Rape, etc";4;5;0;4;1;3;7;4;5;2;1;1;5;4;5;6;3;8;14;14;12
"Descendants, total";"Heterosexual offences with children under 12 years";0;0;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Descendants, total";"Sexual offence against child under 12 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0
"Descendants, total";"Heterosexual offences, other";2;1;1;4;2;0;5;6;1;3;1;0;0;0;0;0;0;0;0;0;0
"Descendants, total";"Sexual offence against child under 15 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;2;1;2;3;5
"Descendants, total";"Sexual offence, other (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;3;2;4;1;0
"Descendants, total";"Homosexual offences, with children under 12 years";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants, total";"Homosexual offences, other";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants, total";"Offences against decency, by  pawing";3;2;1;1;4;2;3;1;2;3;3;3;1;5;4;8;3;6;4;6;5
"Descendants, total";"Offences against decency, by removing clothes";0;2;2;1;0;1;3;1;0;1;3;2;2;2;6;4;3;3;7;7;5
"Descendants, total";"Offences against decency, other";1;2;1;1;2;1;3;2;3;3;1;3;3;5;2;6;6;18;13;12;13
"Descendants, total";"Prostitution, etc.";0;1;3;1;0;0;0;2;3;1;2;0;0;1;0;2;2;33;15;20;23
"Descendants, total";"Crimes of violence, total";187;227;334;315;367;326;397;428;535;467;511;472;485;496;518;677;677;723;822;710;691
"Descendants, total";"Assault against public servant while in discharge of his duties";35;36;50;65;78;61;65;72;119;107;103;120;111;125;130;161;153;153;205;166;199
"Descendants, total";"Disturbance of public order";1;0;0;0;0;0;2;5;0;0;5;2;2;2;2;5;1;13;15;5;18
"Descendants, total";"Homicide";0;1;1;0;3;0;3;1;3;1;4;1;4;2;1;1;2;0;3;4;6
"Descendants, total";"Attempted homicide";1;1;1;1;1;1;0;6;5;1;0;4;6;4;6;10;9;11;8;8;9
"Descendants, total";"Coercive control etc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Descendants, total";"Common assault";103;114;200;148;179;184;228;236;264;233;257;208;203;216;207;302;303;285;331;271;237
"Descendants, total";"Grievous assault";30;32;47;45;55;36;47;57;72;61;68;85;79;74;84;109;114;167;122;155;120
"Descendants, total";"Particularly grievous assault";0;0;2;3;0;0;2;0;1;1;0;1;0;2;1;1;0;0;0;0;1
"Descendants, total";"Assault, unprovoked";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants, total";"Intentional bodily harm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants, total";"Homicide by negligence/bodily harm";0;1;0;1;0;0;0;0;1;0;1;0;0;0;3;0;2;2;0;0;0
"Descendants, total";"Other offences against life and limb";2;3;3;7;5;2;1;2;8;4;9;12;16;12;17;13;16;16;20;18;17
"Descendants, total";"Offences against personal liberty";2;4;4;13;6;5;7;9;7;11;13;7;8;10;7;18;17;6;27;14;21
"Descendants, total";"Threats";13;35;26;32;40;37;42;40;55;48;51;32;56;49;60;57;60;70;91;69;62
"Descendants, total";"Offenses against property, total";565;630;683;718;707;602;696;896;1102;1210;1306;1299;1293;1348;1302;1241;1113;1177;1218;1299;1250
"Descendants, total";"Forgery";18;23;17;23;18;10;16;11;21;32;29;30;23;31;38;102;54;41;33;37;35
"Descendants, total";"Cheque forgery";4;3;4;3;5;0;0;0;3;1;2;1;0;1;0;0;0;2;0;0;0
"Descendants, total";"Arson";4;3;6;4;8;9;18;28;12;22;7;14;8;11;10;7;9;17;15;16;12
"Descendants, total";"Burglary (banks, shops, etc.)";34;57;52;51;43;32;45;56;70;74;70;70;64;84;64;52;23;32;42;36;34
"Descendants, total";"Household burglary";16;16;23;33;34;32;31;34;70;95;122;80;91;64;55;46;26;29;37;30;21
"Descendants, total";"Burglary (uninhabited buildings)";1;1;2;3;6;5;9;1;6;5;10;7;9;6;6;4;3;2;1;1;6
"Descendants, total";"Theft from cars, boats, etc.";13;10;15;17;11;14;9;11;21;12;22;15;14;15;19;6;7;14;6;10;12
"Descendants, total";"Shoplifting, etc.";142;138;201;196;165;147;159;234;277;352;349;389;461;458;459;401;425;446;412;390;417
"Descendants, total";"Other theft";72;104;88;87;95;94;122;125;148;172;186;194;197;208;171;127;105;108;108;134;132
"Descendants, total";"Theft of vehicle";35;42;35;31;37;24;26;43;58;48;36;36;36;48;45;47;67;45;47;58;58
"Descendants, total";"Theft of mopeds";10;21;19;23;26;35;26;20;21;20;20;13;11;14;14;2;11;9;4;4;4
"Descendants, total";"Theft of bicycles";9;10;15;8;5;10;12;10;10;9;19;9;13;18;7;6;12;12;16;17;20
"Descendants, total";"Theft of other objects";14;7;15;10;17;11;25;29;35;28;29;28;44;29;24;39;32;23;23;25;18
"Descendants, total";"Larceny by finding";11;11;12;20;6;11;16;12;19;17;29;30;26;13;12;16;9;15;28;20;17
"Descendants, total";"Embezzlement";6;4;4;4;9;3;13;10;4;6;4;4;6;7;6;3;5;8;15;3;7
"Descendants, total";"Fraud";32;20;21;26;34;27;22;38;48;60;61;87;76;98;159;128;111;138;135;202;157
"Descendants, total";"Fraud by cheque";2;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants, total";"Fraud of agent";1;1;3;2;1;1;3;1;0;1;1;2;1;1;3;3;5;4;3;4;3
"Descendants, total";"Blackmail and usury";1;2;6;3;5;5;0;4;5;6;13;23;5;4;7;16;18;20;18;14;19
"Descendants, total";"Fraud against creditors";0;1;1;0;0;1;0;0;0;3;0;0;0;1;1;1;0;0;0;2;0
"Descendants, total";"Handling stolen goods";43;49;36;33;33;26;23;32;49;49;71;54;47;52;45;60;35;49;56;91;85
"Descendants, total";"Robbery";51;63;70;82;82;64;70;128;147;126;132;133;94;90;72;91;68;74;103;88;79
"Descendants, total";"Gross tax evasion, etc.";1;0;0;0;0;0;0;0;1;1;0;9;0;6;6;5;4;5;3;6;6
"Descendants, total";"Malicious damage to property";32;31;29;47;55;39;43;59;61;61;87;64;56;65;65;54;62;55;80;72;68
"Descendants, total";"Feloniously receiving stolen goods";3;4;3;5;3;1;2;1;3;3;4;0;1;1;1;1;1;0;1;0;1
"Descendants, total";"Misappropriations and offences against property";10;9;6;6;9;1;6;9;11;7;3;7;10;23;13;24;21;29;32;39;39
"Descendants, total";"Other offences, total";78;100;130;153;161;108;153;183;268;275;321;346;343;376;378;378;400;368;461;545;554
"Descendants, total";"Offences against public authority, etc.";29;41;53;76;74;57;55;83;107;98;145;132;138;159;144;135;164;145;216;238;228
"Descendants, total";"Offences by public servants";0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;2;1;1;0;1;0
"Descendants, total";"Perjury";3;1;1;1;6;3;1;1;4;4;7;12;5;7;6;3;1;3;2;5;0
"Descendants, total";"Perjury, other";22;26;39;36;38;19;39;36;58;64;60;87;80;84;85;81;63;59;56;80;77
"Descendants, total";"Offences concerning money and evidence";3;5;7;4;6;4;7;7;9;11;11;13;14;10;6;11;9;10;12;15;19
"Descendants, total";"Trafficking of drugs, etc.";6;7;10;14;15;6;15;10;10;16;18;30;33;48;46;55;75;53;66;80;100
"Descendants, total";"Smuggling, etc. of drugs";3;1;5;4;2;8;8;1;8;2;3;7;4;4;7;5;8;15;19;22;22
"Descendants, total";"General public offences";0;1;0;0;0;1;5;19;26;26;23;28;14;15;35;38;41;25;24;26;16
"Descendants, total";"Illegal trade, etc.";0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"Descendants, total";"Family relation offences";0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0
"Descendants, total";"Homicide by negligence in traffic accidents";5;4;2;2;3;0;3;0;1;2;4;1;3;4;8;3;8;3;8;8;11
"Descendants, total";"Warnings";1;2;3;1;2;3;3;1;2;2;2;3;1;0;0;0;0;0;0;0;0
"Descendants, total";"Privacy infringement, defamation";6;12;9;14;15;7;16;25;43;50;47;33;50;42;38;44;30;54;58;69;81
"Descendants, total";"Trafic law, total";920;971;1529;1789;2039;1874;2076;2483;2973;3103;4072;4172;4604;4582;4453;4556;5181;6042;8312;8201;7380
"Descendants, total";"Traffic acc., unspecified";0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;0;4;0;1;3;0
"Descendants, total";"Traffic acc. under influence of alcohol";12;7;8;6;5;7;8;4;7;8;6;8;14;16;8;19;12;20;17;19;17
"Descendants, total";"Drunken driving";46;55;71;66;69;48;62;69;90;102;197;201;245;254;216;130;397;419;413;349;397
"Descendants, total";"Vehicle defect offences";30;59;153;128;161;157;154;218;219;242;228;142;156;90;78;68;66;96;90;111;80
"Descendants, total";"Road Traffic Act, other";832;850;1297;1589;1804;1662;1852;2192;2657;2751;3641;3820;4189;4219;4148;4339;4702;5507;7791;7719;6886
"Descendants, total";"Special laws, total";277;361;566;735;841;669;769;890;983;1275;1813;2105;2433;2336;2677;2909;3516;4011;3688;3914;3918
"Descendants, total";"Euphoriants Act";130;190;247;376;455;361;466;522;579;626;771;856;976;953;1030;1045;1504;1695;1678;1529;1642
"Descendants, total";"Firearms Act";70;87;122;127;126;110;130;141;118;111;174;252;257;256;296;242;265;391;382;351;302
"Descendants, total";"Income Tax And Fiscal Acts";1;3;1;7;8;5;4;2;7;24;56;94;102;81;67;58;79;88;139;154;136
"Descendants, total";"Other special laws.";30;20;88;96;99;66;65;80;92;275;516;554;681;661;685;728;775;1060;805;960;1133
"Descendants, total";"Health and social security legislation";4;3;5;7;12;7;25;21;26;37;38;37;30;31;28;36;35;30;130;655;77
"Descendants, total";"Building and housing legislation";0;0;0;0;0;2;0;0;0;1;3;0;1;3;2;1;0;0;0;0;1
"Descendants, total";"Environmental Act";2;1;1;8;16;4;4;7;7;14;22;15;22;22;19;21;41;34;61;66;59
"Descendants, total";"Other legislation applying to animals, hunting, etc";1;0;5;6;11;5;5;14;22;24;28;15;13;15;21;9;19;19;25;22;29
"Descendants, total";"Employ. and transport legislation, other";13;22;66;64;56;31;24;28;43;66;76;71;92;54;64;125;117;197;222;86;119
"Descendants, total";"Companies Act";9;9;10;12;2;2;0;0;3;1;4;2;2;1;11;8;2;5;27;19;25
"Descendants, total";"Other legislation applying to the Armed Forces";10;21;15;24;38;54;25;52;62;53;59;162;208;204;408;586;632;444;186;41;367
"Descendants, total";"Legislation applying to public utilities";0;0;0;1;1;0;0;0;2;1;3;0;0;1;0;2;4;1;1;0;0
