"Ancestry";"Type of offence";"2000";"2002";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"Descendants, total";"Other legislation relating to gambling, licencing, trade";7;5;6;7;17;21;21;22;22;42;62;46;47;53;39;44;33;37;24;22;25
"Descendants, total";"Other special laws";0;0;0;0;0;1;0;1;0;0;1;1;2;1;7;4;10;10;8;9;3
"Descendants from western countries";"Criminal decisions total";373;349;382;488;463;332;358;372;385;424;468;499;473;501;465;453;485;540;636;636;598
"Descendants from western countries";"Criminal code, total";123;121;131;134;119;79;98;116;102;123;135;139;96;117;107;98;102;107;109;121;95
"Descendants from western countries";"Sexual offenses, total";0;3;4;3;1;0;3;3;1;2;3;1;3;2;4;2;1;3;2;6;1
"Descendants from western countries";"Incest, etc.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Rape, etc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
"Descendants from western countries";"Heterosexual offences with children under 12 years";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Sexual offence against child under 12 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"Descendants from western countries";"Heterosexual offences, other";0;1;1;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Sexual offence against child under 15 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0
"Descendants from western countries";"Sexual offence, other (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"Descendants from western countries";"Homosexual offences, with children under 12 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Homosexual offences, other";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Offences against decency, by  pawing";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Offences against decency, by removing clothes";0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;1;0
"Descendants from western countries";"Offences against decency, other";0;1;0;0;1;0;0;0;0;0;1;0;2;2;1;0;0;1;1;1;1
"Descendants from western countries";"Prostitution, etc.";0;0;2;1;0;0;0;1;0;1;1;0;0;0;0;0;0;2;0;2;0
"Descendants from western countries";"Crimes of violence, total";21;19;33;29;32;20;29;22;28;30;28;25;19;25;24;26;33;34;32;39;28
"Descendants from western countries";"Assault against public servant while in discharge of his duties";9;1;4;8;8;9;5;1;13;7;7;7;4;7;7;7;5;7;7;11;8
"Descendants from western countries";"Disturbance of public order";0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;1;0;1;0;1
"Descendants from western countries";"Homicide";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
"Descendants from western countries";"Attempted homicide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Coercive control etc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Common assault";9;11;21;12;13;10;15;17;9;16;15;9;9;8;10;9;12;17;11;13;10
"Descendants from western countries";"Grievous assault";2;2;4;3;5;0;2;2;3;3;2;4;1;4;3;5;10;6;5;8;5
"Descendants from western countries";"Particularly grievous assault";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Assault, unprovoked";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Intentional bodily harm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Homicide by negligence/bodily harm";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Other offences against life and limb";0;1;0;0;0;0;0;0;1;0;0;2;0;1;0;0;1;1;1;3;0
"Descendants from western countries";"Offences against personal liberty";0;0;0;3;0;0;3;0;0;1;0;1;1;0;1;1;1;0;1;0;1
"Descendants from western countries";"Threats";1;4;3;3;6;1;3;2;2;3;1;2;3;4;2;4;3;3;6;3;2
"Descendants from western countries";"Offenses against property, total";106;92;92;101;82;58;60;84;73;82;105;100;71;85;78;62;64;62;62;61;56
"Descendants from western countries";"Forgery";5;1;1;1;3;1;0;2;1;2;1;1;2;0;1;1;2;4;1;1;0
"Descendants from western countries";"Cheque forgery";2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Arson";4;3;0;0;1;1;1;0;0;1;0;1;1;1;1;0;1;2;1;1;1
"Descendants from western countries";"Burglary (banks, shops, etc.)";3;7;7;8;2;1;4;3;3;4;3;5;3;3;3;1;0;2;1;1;3
"Descendants from western countries";"Household burglary";3;2;5;4;3;4;1;4;2;3;3;4;2;1;2;1;2;4;4;1;2
"Descendants from western countries";"Burglary (uninhabited buildings)";1;1;1;0;0;0;0;1;2;0;0;1;0;1;0;0;0;0;0;0;1
"Descendants from western countries";"Theft from cars, boats, etc.";0;0;0;2;0;0;1;3;1;0;0;0;2;0;0;1;1;0;1;0;0
"Descendants from western countries";"Shoplifting, etc.";34;29;41;41;32;21;26;36;29;39;39;41;33;40;44;27;36;32;28;32;28
"Descendants from western countries";"Other theft";9;16;11;9;6;6;6;6;7;9;16;15;7;4;7;5;1;4;3;5;2
"Descendants from western countries";"Theft of vehicle";5;4;2;1;3;2;1;4;4;1;2;1;1;2;2;2;2;1;2;1;2
"Descendants from western countries";"Theft of mopeds";2;1;2;2;3;2;2;3;1;1;0;0;3;0;2;0;0;0;0;0;0
"Descendants from western countries";"Theft of bicycles";0;1;1;1;2;3;0;1;0;1;3;1;0;3;1;0;1;0;0;0;1
"Descendants from western countries";"Theft of other objects";1;0;1;1;2;0;3;3;2;2;4;0;1;2;0;1;2;0;1;1;0
"Descendants from western countries";"Larceny by finding";1;2;4;0;1;2;1;0;0;0;2;3;0;1;1;1;2;0;0;3;0
"Descendants from western countries";"Embezzlement";1;1;1;2;0;1;0;3;1;0;1;0;1;0;0;0;0;0;0;0;1
"Descendants from western countries";"Fraud";8;4;2;4;5;2;4;2;1;3;7;8;3;4;5;6;7;4;5;6;2
"Descendants from western countries";"Fraud by cheque";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Fraud of agent";0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
"Descendants from western countries";"Blackmail and usury";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
"Descendants from western countries";"Fraud against creditors";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Handling stolen goods";8;6;1;6;2;3;1;0;2;5;7;4;3;5;2;4;2;3;4;4;1
"Descendants from western countries";"Robbery";3;5;4;3;2;4;3;4;5;3;3;4;4;4;2;5;1;2;4;1;4
"Descendants from western countries";"Gross tax evasion, etc.";1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;1;0;0;0
"Descendants from western countries";"Malicious damage to property";11;7;6;13;14;5;6;8;11;8;12;8;3;8;4;5;2;3;4;3;6
"Descendants from western countries";"Feloniously receiving stolen goods";0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
"Descendants from western countries";"Misappropriations and offences against property";3;0;1;0;1;0;0;1;1;0;0;0;2;3;1;2;0;0;0;1;1
"Descendants from western countries";"Other offences, total";5;13;11;16;13;3;12;12;6;14;5;17;8;15;11;11;14;14;24;20;16
"Descendants from western countries";"Offences against public authority, etc.";2;4;5;5;8;1;4;3;2;3;1;5;3;7;4;4;8;6;14;8;7
"Descendants from western countries";"Offences by public servants";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Perjury";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Perjury, other";1;2;1;3;3;0;2;1;2;2;2;3;2;2;2;0;0;2;1;2;1
"Descendants from western countries";"Offences concerning money and evidence";1;0;0;0;0;0;1;1;0;1;0;2;0;0;0;1;0;0;0;1;3
"Descendants from western countries";"Trafficking of drugs, etc.";0;1;2;2;2;1;1;0;0;2;0;1;2;3;2;3;3;0;4;5;5
"Descendants from western countries";"Smuggling, etc. of drugs";1;0;0;1;0;0;1;0;0;0;0;2;0;0;0;1;2;2;1;1;0
"Descendants from western countries";"General public offences";0;0;0;0;0;0;0;1;0;2;0;2;0;0;1;2;0;2;0;0;0
"Descendants from western countries";"Illegal trade, etc.";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Family relation offences";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"Descendants from western countries";"Homicide by negligence in traffic accidents";0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"Descendants from western countries";"Warnings";0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Privacy infringement, defamation";0;4;1;4;0;0;2;6;2;4;0;2;1;2;1;0;1;2;4;3;0
"Descendants from western countries";"Trafic law, total";225;199;227;301;280;217;216;210;241;226;264;273;272;282;256;257;263;285;412;398;358
"Descendants from western countries";"Traffic acc., unspecified";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Traffic acc. under influence of alcohol";5;2;1;4;1;4;4;2;1;2;1;2;1;5;0;4;2;3;5;1;3
"Descendants from western countries";"Drunken driving";23;21;22;18;23;13;19;6;19;16;15;14;15;19;17;5;19;19;27;17;19
"Descendants from western countries";"Vehicle defect offences";5;15;17;18;16;11;12;12;12;11;20;13;9;7;12;5;5;6;13;6;11
"Descendants from western countries";"Road Traffic Act, other";192;161;187;261;240;189;181;190;209;197;228;244;247;251;227;243;237;257;367;374;325
"Descendants from western countries";"Special laws, total";47;53;60;95;100;55;70;69;73;115;115;143;153;143;149;137;177;201;183;186;208
"Descendants from western countries";"Euphoriants Act";30;39;28;58;51;35;39;42;47;64;52;58;60;61;53;50;74;62;78;65;60
"Descendants from western countries";"Firearms Act";5;6;13;8;11;6;12;12;8;9;7;8;9;4;14;7;18;28;16;11;18
"Descendants from western countries";"Income Tax And Fiscal Acts";1;0;0;1;1;0;1;0;1;0;2;7;12;1;3;4;2;4;10;7;3
"Descendants from western countries";"Other special laws.";0;1;10;10;16;3;10;3;6;25;31;45;58;62;54;45;50;75;55;67;98
"Descendants from western countries";"Health and social security legislation";2;2;1;1;2;1;0;2;0;1;0;0;0;2;2;3;0;4;5;28;3
"Descendants from western countries";"Building and housing legislation";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from western countries";"Environmental Act";2;1;0;2;1;0;1;1;0;1;5;3;2;3;1;2;2;0;4;3;5
"Descendants from western countries";"Other legislation applying to animals, hunting, etc";1;0;1;2;5;1;2;2;4;5;3;7;2;3;4;2;6;5;5;1;2
"Descendants from western countries";"Employ. and transport legislation, other";3;3;5;9;7;1;1;1;1;4;6;1;1;2;0;3;1;5;6;1;6
"Descendants from western countries";"Companies Act";1;0;0;1;1;0;0;0;0;0;1;1;0;0;2;1;0;0;2;1;2
"Descendants from western countries";"Other legislation applying to the Armed Forces";1;0;2;2;4;4;1;2;3;2;2;10;5;4;15;18;18;14;1;0;7
"Descendants from western countries";"Legislation applying to public utilities";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"Descendants from western countries";"Other legislation relating to gambling, licencing, trade";1;1;0;0;1;3;3;4;3;3;6;2;3;1;1;2;4;2;1;2;4
"Descendants from western countries";"Other special laws";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;0;0;0
"Descendants from non-western countries";"Criminal decisions total";1346;1611;2364;2632;3037;2787;3198;3800;4577;4883;5969;6211;6973;7036;7308;7757;8591;9839;11699;11935;11262
"Descendants from non-western countries";"Criminal code, total";654;776;940;964;1027;903;1087;1294;1681;1692;1820;1805;1845;1921;1933;2054;1938;2060;2246;2294;2258
"Descendants from non-western countries";"Sexual offenses, total";10;10;5;11;8;9;20;13;13;11;9;9;11;16;21;26;21;69;57;57;62
"Descendants from non-western countries";"Incest, etc.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from non-western countries";"Rape, etc";4;5;0;4;1;3;7;4;5;2;1;1;5;4;5;5;2;8;14;13;12
"Descendants from non-western countries";"Heterosexual offences with children under 12 years";0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Descendants from non-western countries";"Sexual offence against child under 12 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0
"Descendants from non-western countries";"Heterosexual offences, other";2;0;0;2;2;0;4;5;1;2;1;0;0;0;0;0;0;0;0;0;0
"Descendants from non-western countries";"Sexual offence against child under 15 years (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;2;1;2;2;5
"Descendants from non-western countries";"Sexual offence, other (New from 2013)";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;2;4;1;0
"Descendants from non-western countries";"Homosexual offences, with children under 12 years";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from non-western countries";"Homosexual offences, other";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from non-western countries";"Offences against decency, by  pawing";3;2;1;1;4;2;3;1;1;3;3;3;1;5;4;8;3;6;4;6;5
"Descendants from non-western countries";"Offences against decency, by removing clothes";0;1;1;1;0;1;3;0;0;1;2;1;2;2;6;3;3;3;6;6;5
"Descendants from non-western countries";"Offences against decency, other";1;1;1;1;1;1;3;2;3;3;0;3;1;3;1;6;6;17;12;11;12
"Descendants from non-western countries";"Prostitution, etc.";0;1;1;0;0;0;0;1;3;0;1;0;0;1;0;2;2;31;15;18;23
"Descendants from non-western countries";"Crimes of violence, total";166;208;301;286;335;306;368;406;507;437;483;447;466;471;494;651;644;689;790;671;663
"Descendants from non-western countries";"Assault against public servant while in discharge of his duties";26;35;46;57;70;52;60;71;106;100;96;113;107;118;123;154;148;146;198;155;191
"Descendants from non-western countries";"Disturbance of public order";1;0;0;0;0;0;1;5;0;0;4;2;1;1;1;5;0;13;14;5;17
"Descendants from non-western countries";"Homicide";0;1;1;0;3;0;3;1;3;1;3;1;4;2;1;1;2;0;3;3;5
"Descendants from non-western countries";"Attempted homicide";1;1;1;1;1;1;0;6;5;1;0;4;6;4;6;10;9;11;8;8;9
"Descendants from non-western countries";"Coercive control etc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Descendants from non-western countries";"Common assault";94;103;179;136;166;174;213;219;255;217;242;199;194;208;197;293;291;268;320;258;227
"Descendants from non-western countries";"Grievous assault";28;30;43;42;50;36;45;55;69;58;66;81;78;70;81;104;104;161;117;147;115
"Descendants from non-western countries";"Particularly grievous assault";0;0;1;3;0;0;2;0;1;1;0;1;0;2;1;1;0;0;0;0;1
"Descendants from non-western countries";"Assault, unprovoked";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from non-western countries";"Intentional bodily harm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from non-western countries";"Homicide by negligence/bodily harm";0;1;0;1;0;0;0;0;1;0;0;0;0;0;3;0;2;2;0;0;0
"Descendants from non-western countries";"Other offences against life and limb";2;2;3;7;5;2;1;2;7;4;9;10;16;11;17;13;15;15;19;15;17
"Descendants from non-western countries";"Offences against personal liberty";2;4;4;10;6;5;4;9;7;10;13;6;7;10;6;17;16;6;26;14;20
"Descendants from non-western countries";"Threats";12;31;23;29;34;36;39;38;53;45;50;30;53;45;58;53;57;67;85;66;60
"Descendants from non-western countries";"Offenses against property, total";459;538;591;617;625;544;636;812;1029;1128;1201;1199;1222;1263;1224;1179;1049;1115;1156;1238;1194
"Descendants from non-western countries";"Forgery";13;22;16;22;15;9;16;9;20;30;28;29;21;31;37;101;52;37;32;36;35
"Descendants from non-western countries";"Cheque forgery";2;3;4;2;5;0;0;0;3;1;1;1;0;1;0;0;0;2;0;0;0
"Descendants from non-western countries";"Arson";0;0;6;4;7;8;17;28;12;21;7;13;7;10;9;7;8;15;14;15;11
"Descendants from non-western countries";"Burglary (banks, shops, etc.)";31;50;45;43;41;31;41;53;67;70;67;65;61;81;61;51;23;30;41;35;31
"Descendants from non-western countries";"Household burglary";13;14;18;29;31;28;30;30;68;92;119;76;89;63;53;45;24;25;33;29;19
"Descendants from non-western countries";"Burglary (uninhabited buildings)";0;0;1;3;6;5;9;0;4;5;10;6;9;5;6;4;3;2;1;1;5
"Descendants from non-western countries";"Theft from cars, boats, etc.";13;10;15;15;11;14;8;8;20;12;22;15;12;15;19;5;6;14;5;10;12
"Descendants from non-western countries";"Shoplifting, etc.";108;109;160;155;133;126;133;198;248;313;310;348;428;418;415;374;389;414;384;358;389
"Descendants from non-western countries";"Other theft";63;88;77;78;89;88;116;119;141;163;170;179;190;204;164;122;104;104;105;129;130
"Descendants from non-western countries";"Theft of vehicle";30;38;33;30;34;22;25;39;54;47;34;35;35;46;43;45;65;44;45;57;56
"Descendants from non-western countries";"Theft of mopeds";8;20;17;21;23;33;24;17;20;19;20;13;8;14;12;2;11;9;4;4;4
"Descendants from non-western countries";"Theft of bicycles";9;9;14;7;3;7;12;9;10;8;16;8;13;15;6;6;11;12;16;17;19
"Descendants from non-western countries";"Theft of other objects";13;7;14;9;15;11;22;26;33;26;25;28;43;27;24;38;30;23;22;24;18
"Descendants from non-western countries";"Larceny by finding";10;9;8;20;5;9;15;12;19;17;27;27;26;12;11;15;7;15;28;17;17
"Descendants from non-western countries";"Embezzlement";5;3;3;2;9;2;13;7;3;6;3;4;5;7;6;3;5;8;15;3;6
"Descendants from non-western countries";"Fraud";24;16;19;22;29;25;18;36;47;57;54;79;73;94;154;122;104;134;130;196;155
"Descendants from non-western countries";"Fraud by cheque";1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"Descendants from non-western countries";"Fraud of agent";1;1;2;1;1;1;3;1;0;1;1;1;1;0;3;3;4;4;3;4;3
"Descendants from non-western countries";"Blackmail and usury";1;2;6;3;5;5;0;4;5;6;13;23;5;4;7;16;18;20;15;14;19
"Descendants from non-western countries";"Fraud against creditors";0;0;1;0;0;1;0;0;0;3;0;0;0;1;1;1;0;0;0;2;0
"Descendants from non-western countries";"Handling stolen goods";35;43;35;27;31;23;22;32;47;44;64;50;44;47;43;56;33;46;52;87;84
"Descendants from non-western countries";"Robbery";48;58;66;79;80;60;67;124;142;123;129;129;90;86;70;86;67;72;99;87;75
"Descendants from non-western countries";"Gross tax evasion, etc.";0;0;0;0;0;0;0;0;1;1;0;7;0;5;6;5;3;4;3;6;6
"Descendants from non-western countries";"Malicious damage to property";21;24;23;34;41;34;37;51;50;53;75;56;53;57;61;49;60;52;76;69;62
"Descendants from non-western countries";"Feloniously receiving stolen goods";3;3;3;4;3;1;2;1;3;3;3;0;1;0;1;1;1;0;1;0;0
"Descendants from non-western countries";"Misappropriations and offences against property";7;9;5;6;8;1;6;8;10;7;3;7;8;20;12;22;21;29;32;38;38
"Descendants from non-western countries";"Other offences, total";73;87;119;137;148;105;141;171;262;261;316;329;335;361;367;367;386;354;437;525;538
"Descendants from non-western countries";"Offences against public authority, etc.";27;37;48;71;66;56;51;80;105;95;144;127;135;152;140;131;156;139;202;230;221
"Descendants from non-western countries";"Offences by public servants";0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;2;1;1;0;1;0
"Descendants from non-western countries";"Perjury";3;1;1;0;6;3;1;1;4;4;6;12;5;7;6;3;1;3;2;5;0
"Descendants from non-western countries";"Perjury, other";21;24;38;33;35;19;37;35;56;62;58;84;78;82;83;81;63;57;55;78;76
"Descendants from non-western countries";"Offences concerning money and evidence";2;5;7;4;6;4;6;6;9;10;11;11;14;10;6;10;9;10;12;14;16
"Descendants from non-western countries";"Trafficking of drugs, etc.";6;6;8;12;13;5;14;10;10;14;18;29;31;45;44;52;72;53;62;75;95
"Descendants from non-western countries";"Smuggling, etc. of drugs";2;1;5;3;2;8;7;1;8;2;3;5;4;4;7;4;6;13;18;21;22
"Descendants from non-western countries";"General public offences";0;1;0;0;0;1;5;18;26;24;23;26;14;15;34;36;41;23;24;26;16
"Descendants from non-western countries";"Illegal trade, etc.";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"Descendants from non-western countries";"Family relation offences";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0
"Descendants from non-western countries";"Homicide by negligence in traffic accidents";5;2;2;2;3;0;3;0;1;2;3;1;3;4;7;3;8;3;8;8;11
"Descendants from non-western countries";"Warnings";1;2;2;1;2;2;2;1;2;2;2;3;1;0;0;0;0;0;0;0;0
"Descendants from non-western countries";"Privacy infringement, defamation";6;8;8;10;15;7;14;19;41;46;47;31;49;40;37;44;29;52;54;66;81
"Descendants from non-western countries";"Trafic law, total";695;772;1302;1488;1759;1657;1860;2273;2732;2877;3808;3899;4332;4300;4197;4299;4918;5757;7900;7803;7022
"Descendants from non-western countries";"Traffic acc., unspecified";0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;0;4;0;1;3;0
"Descendants from non-western countries";"Traffic acc. under influence of alcohol";7;5;7;2;4;3;4;2;6;6;5;6;13;11;8;15;10;17;12;18;14
"Descendants from non-western countries";"Drunken driving";23;34;49;48;46;35;43;63;71;86;182;187;230;235;199;125;378;400;386;332;378
"Descendants from non-western countries";"Vehicle defect offences";25;44;136;110;145;146;142;206;207;231;208;129;147;83;66;63;61;90;77;105;69
"Descendants from non-western countries";"Road Traffic Act, other";640;689;1110;1328;1564;1473;1671;2002;2448;2554;3413;3576;3942;3968;3921;4096;4465;5250;7424;7345;6561
"Descendants from non-western countries";"Special laws, total";230;308;506;640;741;614;699;821;910;1160;1698;1962;2280;2193;2528;2772;3339;3810;3505;3728;3710
"Descendants from non-western countries";"Euphoriants Act";100;151;219;318;404;326;427;480;532;562;719;798;916;892;977;995;1430;1633;1600;1464;1582
"Descendants from non-western countries";"Firearms Act";65;81;109;119;115;104;118;129;110;102;167;244;248;252;282;235;247;363;366;340;284
"Descendants from non-western countries";"Income Tax And Fiscal Acts";0;3;1;6;7;5;3;2;6;24;54;87;90;80;64;54;77;84;129;147;133
"Descendants from non-western countries";"Other special laws.";30;19;78;86;83;63;55;77;86;250;485;509;623;599;631;683;725;985;750;893;1035
"Descendants from non-western countries";"Health and social security legislation";2;1;4;6;10;6;25;19;26;36;38;37;30;29;26;33;35;26;125;627;74
"Descendants from non-western countries";"Building and housing legislation";0;0;0;0;0;1;0;0;0;1;3;0;1;3;2;1;0;0;0;0;1
"Descendants from non-western countries";"Environmental Act";0;0;1;6;15;4;3;6;7;13;17;12;20;19;18;19;39;34;57;63;54
"Descendants from non-western countries";"Other legislation applying to animals, hunting, etc";0;0;4;4;6;4;3;12;18;19;25;8;11;12;17;7;13;14;20;21;27
"Descendants from non-western countries";"Employ. and transport legislation, other";10;19;61;55;49;30;23;27;42;62;70;70;91;52;64;122;116;192;216;85;113
"Descendants from non-western countries";"Companies Act";8;9;10;11;1;2;0;0;3;1;3;1;2;1;9;7;2;5;25;18;23
"Descendants from non-western countries";"Other legislation applying to the Armed Forces";9;21;13;22;34;50;24;50;59;51;57;152;203;200;393;568;614;430;185;41;360
"Descendants from non-western countries";"Legislation applying to public utilities";0;0;0;0;1;0;0;0;2;0;3;0;0;1;0;2;3;1;1;0;0
"Descendants from non-western countries";"Other legislation relating to gambling, licencing, trade";6;4;6;7;16;18;18;18;19;39;56;44;44;52;38;42;29;35;23;20;21
"Descendants from non-western countries";"Other special laws";0;0;0;0;0;1;0;1;0;0;1;0;1;1;7;4;9;8;8;9;3
